car,motorcycle,bus,truck,total,bbox_area_ratio,mean_bbox_area,max_bbox_area,cluster_density,crowd_density,brightness,sharpness,edge_density,zone_top,zone_mid,zone_bottom,bottom_motor,mid_car,is_night,is_rain,label,cam_id,filepath
4,0,0,1,5,0.14488632812500002,11127.27,49186.62,0.02587255859375,1.4134035110473633,104.5656103515625,434.67795908769966,0.055536376953125,2,3,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251208_035612.png
0,0,0,0,0,0.0,0.0,0.0,0.0,1.5193592309951782,89.3108203125,460.5891307943954,0.0413544921875,0,0,0,0,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251208_035606.png
2,1,0,2,5,0.16275820312500003,12499.830000000002,51347.560000000005,0.02906396484375,0.9097404479980469,102.2441552734375,444.5710984921085,0.052597900390625,0,4,1,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_001111.png
14,3,7,3,27,0.45782187500000004,6511.2444444444445,28018.06,0.015139612268518518,17.107378005981445,96.86013427734375,848.1091165704383,0.09624340820312499,10,12,5,0,6,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251205_211316.png
9,11,4,0,24,0.21015585937500003,3362.49375,18485.41,0.00781829833984375,7.317966461181641,127.2377783203125,779.3626817688571,0.13203845214843749,7,14,3,0,2,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251207_104827.png
15,18,2,2,37,0.32679335937500004,3391.5851351351353,15388.2,0.00788594013935811,6.276015281677246,123.848779296875,558.1347589481101,0.08658544921875,18,11,8,12,3,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251209_152205.png
8,2,4,0,14,0.22740156250000002,6717.092307692308,38084.25,0.015618239182692308,7.316072463989258,121.7331005859375,839.7281049759017,0.11906640624999999,5,6,2,0,3,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251208_153000.png
4,12,1,1,18,0.11598125000000002,2474.266666666667,25461.600000000002,0.005753038194444445,6.286001682281494,130.15380126953124,484.42438697324155,0.086539794921875,5,12,1,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_165154.png
10,0,3,2,15,0.171628515625,4707.525000000001,25508.98,0.01094569614955357,2.2168314456939697,129.40384033203125,535.0698328091275,0.08939526367187499,4,9,1,0,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_153113.png
10,8,2,2,22,0.22115078125,3860.0863636363642,32902.32,0.00897527521306818,3.24176025390625,134.48375244140624,516.5468504750203,0.090424560546875,5,15,2,0,8,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_104723.png
12,1,1,0,14,0.106955078125,2933.6250000000005,19380.48,0.0068211146763392854,2.4251530170440674,95.7829443359375,652.1646358655129,0.08133728027343749,6,7,1,0,5,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251207_214848.png
3,14,0,6,23,0.18992968750000003,3171.0,46875.3,0.007373046875,3.3963165283203125,130.66966796875,612.7975377537782,0.098650634765625,6,17,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_090700.png
10,7,1,2,20,0.176862109375,3773.0583333333334,35021.03,0.008772922092013889,2.3460845947265625,134.265009765625,464.4653743922145,0.0817274169921875,6,10,2,2,8,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_141907.png
5,13,2,0,20,0.232566796875,4465.2825,20888.4,0.0103824462890625,10.703691482543945,120.77087158203125,562.0251982284601,0.0839375,1,15,4,4,3,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251207_172835.png
3,0,4,1,8,0.063940625,3069.15,6921.6,0.00713623046875,2.422266721725464,132.7999072265625,646.0851322980749,0.10975708007812499,5,2,1,0,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_094452.png
0,2,1,0,3,0.05080468750000001,6503.0,17427.600000000002,0.015120442708333334,1.274172067642212,93.87784912109375,515.5594599016223,0.046739624023437495,2,1,0,0,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251206_184458.png
9,12,2,1,24,0.34192265625000007,5470.7625,37739.200000000004,0.0127203369140625,13.998851776123047,120.08808349609374,907.4411588746128,0.1482208251953125,5,14,5,3,2,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251208_164515.png
7,18,0,0,25,0.26027421875,3997.8120000000004,30772.280000000002,0.0092955078125,15.097566604614258,102.6018017578125,637.9296997584855,0.0867431640625,4,15,6,7,2,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251207_164336.png
5,6,1,1,13,0.0894140625,2641.153846153846,17606.82,0.006141075721153846,2.7471933364868164,130.22369873046875,708.153570852871,0.12001477050781251,6,3,4,3,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251204_122043.png
7,1,2,1,11,0.06887890625000001,2404.5,15182.2,0.0055908203125000005,4.9611592292785645,92.97946533203125,490.90440427740094,0.0505911865234375,6,5,0,0,4,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251209_124200.png
9,18,3,0,30,0.20581640625000003,2634.4500000000003,13044.95,0.00612548828125,12.105125427246094,114.1418896484375,796.2421190099869,0.0904349365234375,10,15,5,5,2,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251207_100854.png
9,3,3,1,16,0.288304296875,7380.59,23582.88,0.017160970052083332,7.847052097320557,98.96993896484375,727.6314557724705,0.0964197998046875,3,10,2,1,4,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251204_221114.png
7,9,0,4,20,0.16037929687500002,3421.425,12603.08,0.007955322265625,12.222063064575195,89.86707763671875,685.346919579996,0.0699071044921875,8,9,1,2,2,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251206_194014.png
8,2,1,1,12,0.21386367187500002,7465.786363636364,60347.700000000004,0.017359064275568183,2.017726421356201,135.366826171875,614.0039463039205,0.101647216796875,6,5,0,1,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_080827.png
4,10,2,1,17,0.2137734375,5130.5625,49887.020000000004,0.0119293212890625,3.9919629096984863,130.9381494140625,460.86790616422184,0.07447668457031249,2,14,0,0,3,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_170056.png
3,4,4,7,18,0.17141250000000002,3871.9058823529413,43708.05,0.009002757352941176,1.802167296409607,136.59382568359376,489.2276529155482,0.086672607421875,7,10,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_105234.png
5,10,1,0,16,0.06948046875000001,1667.53125,6909.24,0.00387725830078125,7.7280354499816895,114.82533447265625,620.75688607642,0.06527734375,4,12,0,0,2,1,0,moderate,cam08,dataset_cleaned/moderate/cam08_20251205_132643.png
2,5,1,2,10,0.14712031250000002,5649.42,44468.19,0.013135742187499999,1.3489511013031006,101.92881591796875,485.8577764869984,0.0659600830078125,1,9,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_210800.png
10,9,0,3,22,0.38013828125000004,6635.140909090909,56559.36,0.015427689985795455,3.723165273666382,129.87751220703126,615.963193928033,0.1032886962890625,6,15,1,0,6,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251208_142412.png
10,1,2,2,15,0.1213953125,3329.7000000000003,19176.54,0.007742047991071428,3.510305881500244,126.5901806640625,596.4673194429811,0.09998706054687499,10,4,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_134327.png
2,0,0,1,3,0.14960039062500002,19148.850000000002,51015.9,0.04452392578125,1.6057415008544922,106.655498046875,446.08996206197264,0.056603027343749994,1,2,0,0,1,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_020019.png
8,8,2,2,20,0.10397460937500001,1996.3125,12681.36,0.0046417236328125,5.793047904968262,127.8201904296875,696.3804408536658,0.10143969726562499,10,9,1,2,1,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251207_093848.png
6,21,1,0,28,0.26907070312500003,3690.1125,18105.34,0.008580060686383928,39.571170806884766,90.28646484375,771.848098678268,0.09622888183593749,6,13,9,10,3,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251206_190514.png
10,3,0,1,14,0.13509453125,3990.4846153846156,18122.850000000002,0.009278470552884615,5.9475250244140625,106.97891357421875,582.0145740362872,0.06941735839843749,3,7,3,2,7,1,0,moderate,cam08,dataset_cleaned/moderate/cam08_20251207_170335.png
11,14,2,1,28,0.24901406250000002,3415.05,23619.96,0.007940499441964285,8.39289665222168,126.3080322265625,730.3683435710371,0.11603869628906249,8,16,4,4,4,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251203_110738.png
12,13,3,1,29,0.13320781250000002,1763.855172413793,11626.64,0.004101225754310345,5.854710578918457,127.73095458984375,514.6631892516089,0.0654993896484375,21,7,1,1,3,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251207_134354.png
9,10,2,0,21,0.07299414062500001,1334.75,7332.570000000001,0.003103492373511905,21.19066619873047,124.88765625,857.1202863003306,0.12143835449218751,10,11,0,0,1,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251208_134432.png
7,9,5,3,24,0.25661289062500003,4105.80625,51878.01,0.009546610514322916,13.87607192993164,124.64782958984375,805.5986681022559,0.11844799804687499,12,9,3,2,2,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251208_121905.png
14,13,7,2,36,0.311748828125,3325.320833333333,24197.79,0.0077318657769097215,13.413352012634277,112.49718017578125,788.5270054469063,0.099040771484375,17,16,3,0,6,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251209_093712.png
6,13,0,1,20,0.06565507812500002,1260.5775,9105.2,0.0029310302734375003,3.7249441146850586,137.73438232421876,629.8868413769532,0.10284460449218749,0,17,3,2,4,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251206_160458.png
3,6,0,0,9,0.22988437500000003,11034.45,32074.2,0.02565673828125,14.498516082763672,92.14724365234375,585.9302181401476,0.0715091552734375,0,5,3,1,0,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251207_211835.png
2,0,0,2,4,0.13589843750000002,13046.25,46490.08,0.03033447265625,1.2135133743286133,101.34859619140624,471.7233053450999,0.0620089111328125,2,2,0,0,1,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_190842.png
11,16,0,1,28,0.11975468750000001,1642.3500000000001,4712.25,0.0038187081473214286,37.308292388916016,121.4706298828125,824.550902100757,0.13245556640625,0,13,15,15,9,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251206_155458.png
12,18,1,1,32,0.275698828125,3308.3859375,14483.86,0.007692489624023437,13.98473072052002,91.70783447265624,731.1753749242722,0.0818394775390625,14,13,5,6,8,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251207_193354.png
4,24,3,0,31,0.19000898437500002,2353.659677419355,4887.35,0.005472608996975806,24.36903190612793,123.7413525390625,819.6372131491798,0.1351470947265625,8,13,10,14,2,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251204_143757.png
6,2,3,0,11,0.11690820312500001,4081.1590909090914,14603.34,0.009489302201704545,3.031254768371582,134.724287109375,668.7431123183442,0.11497204589843749,4,5,2,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_090700.png
14,8,6,0,28,0.14778203125000003,2026.7250000000001,9845.77,0.004712437220982143,5.720305442810059,130.04443603515625,528.7462466955335,0.0723828125,16,8,4,5,4,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251203_131908.png
8,13,0,5,26,0.2489375,3676.6153846153848,26549.280000000002,0.008548677884615384,7.734689712524414,122.9963623046875,614.8705269783782,0.084169921875,13,7,6,7,2,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251209_145708.png
8,13,8,0,29,0.23724257812500002,3141.4189655172418,20115.9,0.007304266567887931,8.079219818115234,126.67411865234375,687.5316678536223,0.11840234374999999,11,13,5,6,3,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251205_132615.png
11,11,0,1,23,0.11989687500000001,2001.7565217391307,12635.01,0.004654381793478261,16.62564468383789,98.9919580078125,693.1371284807394,0.07718896484375,12,10,1,2,3,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251205_201316.png
5,1,2,1,9,0.11164453125000001,4763.500000000001,10895.34,0.011075846354166667,3.3667373657226562,133.05924560546876,742.8268681155968,0.1262652587890625,4,3,2,1,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_092952.png
18,17,2,2,39,0.26116835937500005,2571.5038461538466,25424.52,0.0059791291065705125,16.434741973876953,109.71057373046875,788.3459234320458,0.1001800537109375,16,14,9,7,4,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251207_090354.png
6,10,1,1,18,0.081148046875,1731.1583333333333,8544.880000000001,0.004025200737847222,4.905933380126953,129.0695751953125,663.2924365711507,0.10454003906249999,4,13,1,1,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_154643.png
2,2,0,1,5,0.03609101562500001,2771.7900000000004,7839.33,0.006444824218750001,3.376865863800049,112.86539306640626,751.4258630953373,0.1058702392578125,0,5,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_174146.png
3,6,4,0,13,0.21353828125000004,6833.225,42096.1,0.015888264973958333,5.166395664215088,95.12755859375,536.0611368956138,0.07302612304687499,1,11,0,0,3,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_190004.png
4,1,2,0,7,0.350226953125,19212.45,113186.7,0.04467180524553571,10.178317070007324,98.53283203125,733.9889543242585,0.089552978515625,3,4,0,0,3,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251208_215157.png
5,0,3,0,8,0.05798515625,2783.2875,6618.78,0.0064715576171875,3.6092114448547363,132.23838623046876,645.4884389643895,0.11604077148437499,4,3,1,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_113327.png
2,6,1,2,11,0.35225859375,13526.730000000001,35434.06,0.03145166015625,11.012123107910156,91.5952734375,543.6940466207635,0.058541259765625006,2,6,2,3,1,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251209_184123.png
2,8,0,0,10,0.09214296875000001,3538.2900000000004,9857.1,0.00822705078125,4.984955787658691,95.0138037109375,516.7148343942869,0.059537353515624995,3,4,3,4,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_120835.png
8,3,1,0,12,0.11948671875000001,4171.172727272728,28048.96,0.009698597301136364,5.93644380569458,103.920556640625,646.8591916340743,0.0788428955078125,5,4,2,0,1,1,0,moderate,cam08,dataset_cleaned/moderate/cam08_20251204_084246.png
7,4,4,0,15,0.20365078125000002,5585.85,50975.73,0.012987932477678571,5.166162967681885,101.718623046875,679.7392869871485,0.0915721435546875,7,7,0,0,3,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251205_204310.png
2,4,7,0,13,0.37862343750000005,12115.95,101716.62000000001,0.02817138671875,2.8513975143432617,130.1062744140625,613.2445729283559,0.100734130859375,6,5,1,1,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251204_143650.png
8,7,8,2,25,0.22371289062500002,3436.23,38954.6,0.00798974609375,3.5480074882507324,132.9397607421875,564.7641842694935,0.10029833984375,7,17,1,1,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_141004.png
9,3,6,0,18,0.13767031250000003,2936.966666666667,9498.66,0.006828884548611112,4.653776168823242,128.43372314453126,631.4771367115152,0.1070240478515625,10,6,2,1,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_142952.png
3,2,1,1,7,0.056656250000000005,3108.0,6822.72,0.0072265624999999995,2.3559303283691406,117.82462890625,559.585704411911,0.06176611328124999,1,5,1,1,3,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_075834.png
7,10,1,3,21,0.19754765625000004,3992.5421052631577,17720.12,0.009283254523026316,23.668933868408203,90.683583984375,698.1913501806674,0.07564709472656249,9,6,4,3,1,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251206_213014.png
9,2,2,0,13,0.5158207031250001,16506.2625,115189.02,0.038379516601562504,3.056300401687622,132.2490625,663.5284583398567,0.11467529296875,4,6,2,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_095327.png
10,20,1,1,32,0.24263203125000002,2911.584375,18011.61,0.006769866943359375,28.265005111694336,91.0343603515625,728.2335061181842,0.082655029296875,13,13,6,6,2,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251205_180125.png
11,9,4,1,25,0.19959296875000004,3065.7480000000005,17520.3,0.0071283203125,23.521453857421875,122.91418212890625,885.9107100035624,0.129180908203125,9,11,5,4,3,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251209_123209.png
8,11,1,3,23,0.24356445312500002,4066.467391304348,49258.72,0.009455141813858696,6.245232582092285,132.42654541015625,580.3875127535399,0.10486376953125,4,19,0,1,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_123704.png
7,0,1,0,8,0.09128164062500001,4381.51875,18910.8,0.01018768310546875,4.396842002868652,118.1770654296875,538.5692908319887,0.058026611328125,0,7,1,0,6,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251208_140856.png
7,4,1,0,12,0.19943984375,6962.263636363637,23504.600000000002,0.01618829900568182,7.428468227386475,119.8755322265625,825.8455069288016,0.1265869140625,3,6,2,1,2,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251203_151913.png
6,4,9,1,20,0.46682617187500003,9958.958333333334,111769.42,0.023156060112847224,10.948704719543457,127.819716796875,621.4650148050581,0.1051107177734375,8,8,2,1,2,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251208_134323.png
9,1,2,2,14,0.14026523437500002,4143.219230769231,25299.89,0.009633601262019231,2.039621353149414,130.63619873046875,480.14207046758656,0.086772216796875,5,6,2,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_163828.png
9,27,8,0,44,0.18613984375000003,1624.493181818182,7397.46,0.0037771883877840908,12.916753768920898,127.67091064453125,774.6146823980856,0.1294486083984375,13,23,8,9,2,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251207_170328.png
2,0,3,1,6,0.47090585937500007,30137.975,118149.24,0.07007527669270834,2.8473896980285645,93.26573974609374,688.1571210613058,0.083443603515625,1,5,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_234857.png
9,4,6,4,23,0.44687890625000004,7460.934782608695,54680.64,0.01734778362771739,6.6420745849609375,126.52334228515625,758.5405957562127,0.13090124511718748,11,9,3,2,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_101153.png
1,10,0,0,11,0.041827734375,1460.168181818182,3052.92,0.003395108309659091,8.426493644714355,125.3873291015625,678.5821311022885,0.105947021484375,1,9,1,1,0,1,0,moderate,cam07,dataset_cleaned/moderate/cam07_20251204_174048.png
0,10,0,0,10,0.086173828125,3309.0750000000003,4628.82,0.007694091796874999,10.097488403320312,98.24400390625,706.3834622815283,0.10298364257812499,0,8,2,3,0,1,0,congested,cam10,dataset_cleaned/congested/cam10_20251203_215823.png
6,3,5,2,16,0.129743359375,3113.8406250000003,11937.7,0.007240142822265625,4.180850505828857,122.64618896484374,526.2355622893032,0.0698033447265625,10,5,1,0,0,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251203_142448.png
3,4,0,0,7,0.16808750000000003,9220.800000000001,20085.0,0.021439732142857142,3.7646288871765137,99.53615478515626,496.01502550804133,0.056273071289062504,0,5,2,3,3,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251206_182458.png
14,14,5,2,35,0.39223242187500007,4303.35,34658.47,0.010005929129464287,6.886104583740234,123.89969482421876,745.7325473169001,0.1026536865234375,16,14,5,3,3,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251209_133711.png
1,1,0,0,2,0.05011015625,9621.15,17790.16,0.02237060546875,16.239755630493164,119.4766943359375,615.9654500039328,0.0739786376953125,0,2,0,0,0,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251207_141335.png
7,4,7,0,18,0.08838320312500002,1885.5083333333334,8652.0,0.004384087456597223,3.5665431022644043,129.08799560546876,570.6521414230095,0.06832995605468749,14,3,1,1,3,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251204_125014.png
10,12,1,0,23,0.20092734375000004,3354.6130434782613,17501.760000000002,0.007799974524456522,29.71685028076172,126.49198486328125,785.6313024645996,0.106503173828125,9,10,4,3,3,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251207_121854.png
2,0,2,0,4,0.301423828125,28936.6875,42206.31,0.0672821044921875,6.719256401062012,93.67394287109374,579.8769767950668,0.064135986328125,1,2,1,0,1,1,0,moderate,cam08,dataset_cleaned/moderate/cam08_20251207_175335.png
14,5,4,1,24,0.30882304687500006,4941.16875,30540.530000000002,0.01148895263671875,8.90603256225586,124.122197265625,761.5590485748278,0.11854345703125,9,11,4,1,8,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251205_113212.png
4,12,6,2,24,0.27996718750000005,4479.475,23100.84,0.010415445963541667,9.773893356323242,124.1559375,632.2617002350937,0.0898995361328125,10,12,2,4,3,1,0,moderate,cam11,dataset_cleaned/moderate/cam11_20251208_132433.png
8,8,0,2,18,0.059065234375000004,1260.0583333333334,3816.15,0.0029298231336805556,3.8393518924713135,117.40599609375,546.9279639709997,0.0639056396484375,5,12,1,1,5,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_105835.png
1,3,1,0,5,0.08612460937500002,6614.37,18910.8,0.015379394531250002,2.3149006366729736,91.84866455078125,618.2562289567504,0.073042724609375,1,4,0,0,1,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251208_005618.png
1,0,0,1,2,0.020461328125,3928.5750000000003,7493.25,0.009134521484375,2.4449124336242676,95.8864404296875,557.0251615627099,0.05626892089843749,1,1,0,0,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251203_110128.png
21,9,1,1,32,0.27973203125,3356.784375,18688.32,0.007805023193359375,21.409257888793945,94.3916845703125,836.8329118651346,0.09511450195312499,8,19,5,1,12,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251207_214354.png
9,22,0,0,31,0.25257148437500004,3128.627419354839,21725.79,0.007274524319556452,22.327245712280273,108.94002197265625,623.6817490268978,0.0831468505859375,3,23,5,3,5,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251209_162145.png
3,4,0,0,7,0.012061328125000001,661.65,1362.69,0.0015384347098214286,1.3682395219802856,96.76752197265625,539.8741896654591,0.07018310546874999,2,5,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_183131.png
12,1,2,1,16,0.24964843750000001,6847.5,46098.68,0.015921456473214284,7.011293888092041,127.453623046875,698.7785681381749,0.102875732421875,8,4,2,0,3,1,0,moderate,cam10,dataset_cleaned/moderate/cam10_20251208_130421.png
4,10,0,0,14,0.149715234375,4422.357692307693,20909.0,0.010282639723557693,11.981681823730469,93.20365234375,542.1562215284381,0.0629344482421875,2,11,0,2,4,1,0,congested,cam08,dataset_cleaned/congested/cam08_20251207_191835.png
4,1,0,0,5,0.019624609375,1507.17,3275.4,0.00350439453125,4.117254257202148,82.7309228515625,570.8304027677287,0.0527078857421875,4,1,0,0,1,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251209_050036.png
9,12,3,0,24,0.20510000000000003,3281.6000000000004,18952.0,0.0076302083333333335,29.667579650878906,88.6533935546875,734.3612019675672,0.08809826660156249,9,12,3,3,3,1,0,congested,cam11,dataset_cleaned/congested/cam11_20251207_214854.png
6,4,4,1,15,0.17271679687500002,4737.375000000001,26388.600000000002,0.011015101841517856,3.691450357437134,130.2881005859375,485.97856931911844,0.08477587890624999,3,10,1,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_170130.png
