car,motorcycle,bus,truck,total,bbox_area_ratio,mean_bbox_area,max_bbox_area,cluster_density,crowd_density,brightness,sharpness,edge_density,zone_top,zone_mid,zone_bottom,bottom_motor,mid_car,is_night,is_rain,label,cam_id,filepath
6,7,8,2,23,0.312766015625,5221.832608695652,43869.76,0.012141537873641304,6.211893081665039,126.9298095703125,662.3840455245211,0.11531652832031251,9,10,4,2,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_140952.png
14,2,4,3,23,0.21640937500000004,3613.095652173913,20319.84,0.008400985054347826,5.849686622619629,130.98544189453125,631.3483430665193,0.11645581054687498,12,5,6,1,4,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_113453.png
11,19,0,2,32,0.153373828125,1840.4859375,12327.04,0.004279403686523437,5.722527503967285,128.746767578125,598.9698302690801,0.07833239746093751,19,9,4,6,2,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251204_131824.png
11,13,0,3,27,0.2634515625,3746.866666666667,43371.24,0.008712022569444445,4.829862117767334,127.490810546875,620.552116806693,0.10737060546874999,5,20,2,1,9,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_115705.png
6,8,6,0,20,0.34890078125,6698.8949999999995,76763.84,0.015575927734375,5.3542962074279785,126.82188232421875,714.3707658270587,0.122092041015625,6,11,3,1,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_141150.png
12,4,9,3,28,0.390619140625,5357.0625,50047.700000000004,0.012455967494419642,3.0700125694274902,123.1789599609375,661.7966908120287,0.0912899169921875,14,11,3,0,6,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251203_140138.png
7,9,2,1,19,0.116744140625,2359.4605263157896,26137.280000000002,0.005486096833881579,1.749945878982544,131.39368896484376,437.0317635372769,0.07090734863281249,7,11,1,1,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_153504.png
6,4,1,0,11,0.20069765625000002,7706.790000000001,56675.75,0.01791943359375,1.770205020904541,95.2369580078125,570.2678336206088,0.068444091796875,6,3,1,0,0,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251206_234348.png
7,8,1,4,20,0.4238691406250001,8138.2875,63710.65,0.018922729492187502,2.766901731491089,126.2037158203125,621.5192210395369,0.09378015136718751,2,14,4,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_102810.png
7,2,0,3,12,0.181576171875,6338.659090909091,47330.56,0.014738325639204545,1.6043822765350342,103.81963623046875,492.06425131865564,0.06541015624999999,1,8,2,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251208_210117.png
12,7,0,1,20,0.17205781250000002,3303.5099999999998,38828.94,0.00768115234375,2.72281813621521,132.016552734375,468.62797213017956,0.07833239746093751,3,16,1,0,10,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_164004.png
4,12,0,2,18,0.18775312500000002,4506.075,55616.91,0.010477294921875,1.8229063749313354,131.42918701171874,541.5058266887004,0.09356640625,3,13,0,0,3,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_102204.png
10,1,2,2,15,0.1213953125,3329.7000000000003,19176.54,0.007742047991071428,3.510305881500244,126.5901806640625,596.4673194429811,0.09998706054687499,10,4,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_134327.png
7,10,0,0,17,0.11016250000000001,2488.3764705882354,15394.380000000001,0.005785845588235294,4.7223711013793945,125.2470751953125,694.7323743843849,0.1111474609375,4,8,5,4,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_172625.png
7,1,2,1,11,0.8342851562500001,32036.550000000003,279917.95,0.07448974609375,3.3506250381469727,110.24889892578125,759.3650397766721,0.100269287109375,1,8,1,0,5,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_205741.png
5,11,1,4,21,0.255475390625,4671.550000000001,20718.45,0.010862048921130952,4.761956214904785,125.72657958984375,557.2649794765745,0.080422119140625,9,8,4,5,1,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251208_125423.png
1,0,0,0,1,0.021355468750000002,8200.5,8044.3,0.0190673828125,1.5565595626831055,96.0123583984375,466.8211761809957,0.04289013671875,0,1,0,0,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_222335.png
2,11,3,2,18,0.14471679687500003,3087.291666666667,18857.24,0.007178412543402778,4.471893310546875,91.09742919921875,639.5516698297484,0.063164794921875,5,10,3,2,0,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251208_220739.png
7,1,2,0,10,0.20338828125000002,8677.9,26967.46,0.02017740885416667,5.85164737701416,109.8813623046875,797.526813639139,0.1039071044921875,2,6,1,0,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_180125.png
6,4,2,1,13,0.300669140625,9621.4125,39793.020000000004,0.0223712158203125,3.5206942558288574,110.9470068359375,637.5543062399205,0.07913134765625,2,6,4,4,4,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251205_095729.png
14,4,0,3,21,0.15750546875000002,3183.2684210526318,29655.760000000002,0.007401572779605263,2.61599063873291,134.9306640625,487.10473860009046,0.0861766357421875,6,12,1,0,9,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_152654.png
4,0,2,0,6,0.28429843750000006,18195.100000000002,61701.12,0.042306315104166665,1.8535242080688477,83.7728076171875,507.1218470656586,0.0505745849609375,0,5,1,0,2,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_180335.png
4,8,7,0,19,0.5250382812500001,11859.688235294117,103084.46,0.027575539981617648,6.911931991577148,124.95071044921875,731.237012987345,0.118979248046875,8,4,5,5,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_162459.png
6,19,1,2,28,0.195040234375,2674.8375,45991.56,0.006219395228794643,3.0837645530700684,129.6643115234375,456.11124818847674,0.075416748046875,7,20,1,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_165504.png
11,7,0,1,19,0.06129375000000001,1238.7789473684213,3329.9900000000002,0.002880345394736842,4.1558942794799805,128.73107666015625,630.1101226416528,0.09437158203125,11,7,1,2,2,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251204_145737.png
4,4,13,0,21,0.38694960937500006,7820.455263157895,49007.4,0.01818372224506579,3.782578229904175,125.95982177734375,632.8633732903302,0.105349365234375,10,8,1,1,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_152328.png
4,3,0,2,9,0.0999140625,4263.0,26546.190000000002,0.009912109374999999,1.9529085159301758,135.0985400390625,527.4961878556904,0.091877197265625,2,6,1,0,3,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_133004.png
8,1,3,3,15,0.221563671875,6077.175000000001,47608.66,0.014130336216517856,3.76606822013855,134.14654296875,566.7895871337686,0.096799560546875,5,9,0,0,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_114205.png
5,5,0,5,15,0.13493867187500003,3454.4300000000003,30405.600000000002,0.008032063802083333,2.0956623554229736,134.067548828125,475.86244835481034,0.08220263671875,3,11,1,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_121200.png
2,2,3,1,8,0.42791875000000007,20540.100000000002,110473.68000000001,0.0477587890625,1.3894438743591309,96.6194287109375,651.972439450096,0.07977258300781251,2,5,1,0,0,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251208_220157.png
8,12,6,0,26,0.20986054687500003,3099.478846153846,17627.420000000002,0.0072067495492788465,5.566527366638184,127.69398193359375,682.9444472391069,0.11485375976562501,6,13,7,7,5,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251204_171050.png
4,4,0,6,14,0.18952226562500002,5598.196153846155,45363.26,0.013016639122596154,2.7936911582946777,134.300068359375,462.6861415159329,0.08017517089843751,3,10,0,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_095551.png
8,6,6,1,21,0.12321640625000001,2253.1000000000004,13940.02,0.005238792782738096,3.1437911987304688,130.54248291015625,663.4682952074586,0.1130255126953125,10,10,1,0,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251204_141323.png
7,2,1,0,10,0.16559921875000003,7065.5666666666675,49775.78,0.01642849392361111,2.4141652584075928,93.0136962890625,670.0602362656724,0.081360107421875,4,5,0,0,5,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251208_222230.png
10,12,0,2,24,0.21474687500000003,3435.9500000000003,45481.71,0.007989095052083334,5.103448867797852,133.447705078125,528.0394909941826,0.09309533691406251,2,22,0,1,9,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_163148.png
3,8,1,0,12,0.06422226562500001,2055.1125,7699.25,0.0047784423828125,4.406367778778076,128.32775634765625,641.970292207389,0.1017572021484375,2,5,5,5,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251208_171918.png
12,6,1,1,20,0.18213398437500003,4114.085294117647,33151.58,0.00956586052389706,3.4542784690856934,132.75036865234375,466.6619165167747,0.080098388671875,2,14,1,0,9,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_162107.png
2,12,1,4,19,0.17448593750000002,3941.329411764706,22173.84,0.009164177389705883,5.843868732452393,89.366064453125,641.155122069086,0.062948974609375,5,9,3,3,1,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251203_221350.png
8,5,1,0,14,0.09202265625000002,2524.0499999999997,10094.0,0.005868791852678572,3.7017147541046143,95.9434619140625,668.1258077981267,0.084863037109375,6,7,1,1,5,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251203_224822.png
3,0,0,0,3,0.00415625,532.0,824.0,0.0012369791666666666,1.1776270866394043,80.14227294921875,556.9470029300916,0.04785400390625,3,0,0,0,0,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251209_000036.png
1,0,1,0,2,0.37357851562500005,71727.075,130478.34,0.166776123046875,2.9222774505615234,95.524453125,500.88703288061504,0.047874755859375,1,1,0,0,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251208_205214.png
11,15,1,0,27,0.1630125,2318.4,15188.380000000001,0.005390625,5.59662389755249,129.46842529296876,643.1489324277056,0.10727307128906248,8,16,3,3,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_112327.png
7,7,2,0,16,0.23733281250000005,6509.7,61567.22,0.015136021205357144,2.5472323894500732,126.7654296875,607.682011014484,0.09642187499999999,4,9,1,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_124315.png
7,7,0,2,16,0.18725546875000004,5136.15,54033.8,0.011942313058035715,1.8215851783752441,131.01292724609374,475.5663275312947,0.0795484619140625,3,11,0,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_160919.png
7,0,2,1,10,1.19108828125,50819.76666666667,353213.78,0.11816351996527777,7.427133560180664,93.9268505859375,748.7358807002819,0.094956787109375,1,6,2,0,4,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_223828.png
4,1,1,4,10,0.16572773437500002,6363.945,24294.61,0.014797119140625,2.4430179595947266,101.71967529296874,801.5797335099875,0.103826171875,1,7,2,0,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_214848.png
6,4,2,0,12,0.109361328125,3499.5625,18371.08,0.008137003580729166,3.5732932090759277,127.7029296875,715.2033443258579,0.10370166015625,5,5,2,2,1,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251207_140848.png
19,5,1,3,28,0.44162617187500003,6056.587500000001,23214.14,0.014082467215401785,5.646036624908447,125.23458740234375,597.5406909917533,0.0887623291015625,12,12,4,0,7,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251203_141900.png
13,2,1,2,18,0.24875156250000002,5970.0375,32403.8,0.0138812255859375,3.6530418395996094,131.67296875,535.2817546273039,0.0951331787109375,2,12,2,0,10,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_104228.png
10,8,0,2,20,0.154833984375,2972.8125,31270.8,0.0069122314453125,3.560774326324463,134.808623046875,473.9220291247558,0.082908203125,5,14,1,0,10,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_150730.png
6,0,0,0,6,0.28146015625,21616.14,55903.25,0.0502607421875,2.770934581756592,94.69823486328124,513.9722083564434,0.0513590087890625,0,4,1,0,2,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_185335.png
13,9,1,3,26,0.32286679687500003,4768.494230769231,46115.16,0.01108745868389423,4.99228048324585,129.72197021484374,531.4174866682946,0.09136669921874999,1,21,4,2,12,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_165731.png
7,4,1,3,15,0.187646484375,5146.875000000001,44742.17,0.011967250279017858,2.1686882972717285,135.4831640625,509.8677244591285,0.090906005859375,3,11,0,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_124204.png
10,2,0,3,15,0.210183203125,5765.025000000001,42567.840000000004,0.013404541015624999,2.721405506134033,134.45279296875,498.50876035628664,0.0857802734375,6,6,2,0,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_132138.png
10,7,4,0,21,0.253900390625,5131.46052631579,67589.63,0.011931409333881579,5.680150508880615,129.70806396484375,672.6313124693335,0.10976330566406249,10,9,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_111744.png
0,0,0,0,0,0.0,0.0,0.0,0.0,2.4192192554473877,123.8299853515625,518.9458703970911,0.051593505859375,0,0,0,0,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251207_140335.png
3,1,0,9,13,0.24608007812500005,7874.5625,53083.11,0.018309529622395834,3.2367441654205322,134.89872802734374,546.7134629377354,0.0961666259765625,4,8,0,0,3,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_110718.png
2,14,0,1,17,0.032481640625,733.7029411764706,3460.8,0.0017059685202205884,2.410400152206421,121.59229248046876,597.5429736035155,0.08967333984375,2,15,0,0,1,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_082226.png
5,3,2,0,10,0.055630859375,2136.225,8147.3,0.004967041015625,3.3773081302642822,130.30634521484376,625.837577973133,0.1003336181640625,4,6,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_164328.png
6,4,2,9,21,0.19896679687500002,4021.2236842105267,28914.16,0.009349943462171053,2.831331491470337,129.7559033203125,549.9835336107444,0.09706103515625,7,11,1,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_091646.png
10,3,3,3,19,0.39017343750000005,8323.7,97585.29000000001,0.019353841145833335,1.8761746883392334,128.89490234375,727.3540818544043,0.11422082519531249,10,7,1,1,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_102123.png
2,0,10,1,13,0.4388453125000001,14043.050000000001,110193.52,0.032652180989583335,7.568764686584473,124.42497314453125,749.1428410918387,0.12812048339843748,9,3,0,0,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_140034.png
2,15,1,0,18,0.27530507812500005,6607.321875000001,66711.04000000001,0.015363006591796876,4.507148265838623,97.4656591796875,674.2589659359887,0.0922880859375,2,10,4,4,1,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251206_213509.png
6,6,0,0,12,0.10898398437500001,3487.4875,12069.54,0.008108927408854166,3.832357168197632,130.340361328125,647.6867957346734,0.1174456787109375,3,8,1,3,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_115952.png
10,6,6,2,24,0.36245781250000003,5799.325000000001,37776.28,0.013484293619791666,5.56092643737793,130.97674072265625,761.8315989930092,0.12832177734375,11,9,4,0,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_094201.png
5,3,1,0,9,0.0397359375,1695.4,4800.83,0.003942057291666666,1.6671135425567627,134.780244140625,634.6356215885935,0.1098629150390625,4,5,0,0,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_100827.png
9,3,3,1,16,0.16466132812500003,4215.33,28638.12,0.00980126953125,5.582876682281494,129.23906494140624,738.273154534607,0.12638562011718749,8,7,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_094327.png
1,2,1,1,5,0.23655078125000004,18167.100000000002,73863.36,0.0422412109375,1.8313218355178833,134.9769921875,642.8854805909026,0.110919189453125,1,2,2,0,0,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251207_091327.png
8,3,3,4,18,0.21411523437500002,4836.485294117647,49409.1,0.011245548023897059,3.029654026031494,135.9352734375,545.4460263729368,0.09678503417968749,4,13,0,0,6,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_130203.png
2,8,0,4,14,0.175784765625,5192.411538461538,47091.6,0.012073129507211539,3.4711644649505615,133.8906787109375,537.8871108080372,0.08987255859375,3,10,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251208_121332.png
7,6,3,1,17,0.086616796875,1956.520588235294,7230.6,0.0045492015165441175,4.543248176574707,129.69967529296875,686.8190675482748,0.12206091308593751,7,9,1,1,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251206_110452.png
2,0,1,0,3,0.5393937500000001,69042.40000000001,183499.65,0.16053385416666668,2.340378761291504,90.54676513671875,568.2368018825342,0.06060400390625,1,2,0,0,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251203_221310.png
10,8,2,2,22,0.22115078125,3860.0863636363642,32902.32,0.00897527521306818,3.24176025390625,134.48375244140624,516.5468504750203,0.090424560546875,5,15,2,0,8,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_104723.png
1,4,0,1,6,0.15077890625,9649.85,52365.200000000004,0.02243733723958333,0.8830695748329163,103.47889892578125,474.8010405855714,0.06409240722656251,0,6,0,0,1,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251205_213800.png
5,1,2,2,10,0.150565625,5781.72,27970.68,0.013443359375,2.221111536026001,95.1143115234375,510.2673718443809,0.060147460937499994,1,8,1,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_175842.png
9,10,4,2,25,0.20733945312500002,3184.734,30920.600000000002,0.00740498046875,6.844491004943848,128.4192822265625,733.105973839134,0.13037414550781248,12,8,5,5,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_093652.png
4,9,2,4,19,0.23105742187500003,4929.225,55302.76,0.011461181640625,2.618269681930542,130.10464111328125,585.1926593431127,0.100775634765625,3,14,1,1,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_094202.png
10,9,0,2,21,0.18136289062500002,3665.439473684211,11903.710000000001,0.008522692228618421,5.0280585289001465,109.589228515625,688.5311902166758,0.078869873046875,10,8,1,2,4,1,0,free_flow,cam11,dataset_cleaned/free_flow/cam11_20251207_093354.png
7,0,2,3,12,0.19706367187500004,6879.313636363637,27423.75,0.015995427911931818,3.9191203117370605,95.36742919921875,520.6747992710639,0.0650386962890625,1,9,1,0,6,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_194342.png
2,0,0,4,6,0.22287890625000004,14264.25,49044.48,0.03316650390625,5.3496994972229,128.6675390625,462.79328769719484,0.083161376953125,0,6,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251203_134316.png
4,1,0,0,5,0.016611328125,1275.75,2076.48,0.00296630859375,3.488280773162842,106.3599658203125,518.8445511941967,0.055611083984375004,3,2,0,0,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251209_144153.png
3,10,1,1,15,0.16405703125,4499.85,49761.36,0.010462820870535714,2.597456455230713,134.1378271484375,539.0700278925714,0.0915264892578125,2,12,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_121842.png
3,6,6,0,15,0.217566015625,6426.5653846153855,26994.24,0.014942720853365383,3.2862887382507324,129.6035693359375,687.4281033726347,0.11899377441406249,4,6,3,3,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251204_134518.png
3,0,0,0,3,0.034980859375000006,4477.55,7498.400000000001,0.010410970052083334,1.867132306098938,94.58898681640625,518.4296223720361,0.0453533935546875,0,3,0,0,3,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251208_214214.png
8,8,0,3,19,0.206579296875,4666.261764705882,49967.36,0.010849752987132352,2.309039354324341,131.91851806640625,561.3925383530186,0.093296630859375,6,11,0,0,5,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251208_134400.png
2,6,8,0,16,0.17710820312500003,4857.825,22809.350000000002,0.011295166015625,2.332458972930908,132.1351513671875,628.007490006924,0.104735107421875,4,10,0,1,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251205_104658.png
8,6,0,6,20,0.232637890625,5254.879411764707,44848.26,0.012218376608455882,2.5301513671875,131.02771240234375,549.1775341056857,0.095728759765625,2,14,1,0,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251209_112206.png
6,2,4,2,14,0.29372929687500005,8676.311538461538,68206.6,0.02017371544471154,3.6935765743255615,125.90068359375,726.4906600246604,0.12841308593749998,5,8,0,0,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_134900.png
10,9,4,0,23,0.13988515625,2335.4739130434787,14420.0,0.005430324388586956,4.842843055725098,127.311259765625,782.9169320008216,0.1261656494140625,10,10,3,4,4,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_160742.png
8,16,1,2,27,0.23891054687500002,3397.838888888889,51800.76,0.007900481047453703,2.555816650390625,131.43806396484376,451.9676854184105,0.07458251953124999,3,24,0,0,6,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_155004.png
5,2,0,3,10,0.11531953125000001,4428.2699999999995,11546.300000000001,0.01029638671875,4.904912948608398,89.79705322265625,605.573497619098,0.0659683837890625,0,6,4,0,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251205_181027.png
8,16,0,3,27,0.13982226562500003,1988.5833333333335,26011.62,0.004623752170138889,4.2659382820129395,131.30526123046874,486.8298558822666,0.0831011962890625,7,18,2,1,7,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_165842.png
8,7,2,2,19,0.26435390625,5971.288235294118,50020.92,0.013884133731617647,4.370278358459473,124.331240234375,679.2762204228341,0.1030189208984375,4,10,3,2,3,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251207_081848.png
9,1,2,3,15,0.11881953125000001,3041.78,12653.550000000001,0.007072591145833334,3.853405237197876,104.17339111328126,648.8849129836259,0.086830322265625,6,7,2,0,3,1,0,free_flow,cam10,dataset_cleaned/free_flow/cam10_20251206_180509.png
6,14,0,1,21,0.17471015625000003,3194.7,48251.380000000005,0.007428152901785715,3.4428513050079346,131.1175634765625,452.5436213077722,0.077018798828125,5,15,1,1,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251204_162557.png
1,1,1,0,3,0.052054296875,6662.950000000001,17378.16,0.015492350260416668,1.457069993019104,71.69723876953125,454.38991211863606,0.0186788330078125,0,2,1,1,1,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251206_064907.png
2,0,0,1,3,0.15697500000000003,20092.8,50623.47,0.04671875,0.8787996768951416,100.599638671875,449.35631578823177,0.05437841796875,0,3,0,0,2,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251207_223342.png
4,9,1,1,15,0.06934375000000001,1775.2,7280.04,0.004127604166666667,6.436952114105225,127.09820068359375,669.6495406331355,0.107241943359375,3,8,4,5,2,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_135651.png
5,17,2,2,26,0.139844140625,2065.3903846153844,29537.31,0.004802339993990385,3.0298805236816406,134.22822509765626,537.9606705557477,0.095944580078125,6,19,1,0,4,1,0,free_flow,cam09,dataset_cleaned/free_flow/cam09_20251206_134504.png
0,0,1,0,1,0.044789062500000004,17199.0,16871.4,0.039990234375,2.194340467453003,100.530732421875,486.00524405333863,0.0514461669921875,0,1,0,0,0,1,0,free_flow,cam08,dataset_cleaned/free_flow/cam08_20251206_044907.png
3,0,1,0,4,1.0044890625,96430.95,366694.42,0.22421630859375,0.9386864900588989,88.15605712890626,579.3584691085055,0.054463500976562496,0,4,0,0,3,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251209_020000.png
6,4,3,0,13,0.08948515625,2643.253846153846,9624.32,0.006145958533653846,3.170275926589966,129.49132080078124,695.9368900700367,0.1125938720703125,5,8,0,1,1,1,0,free_flow,cam07,dataset_cleaned/free_flow/cam07_20251203_110959.png
