car,motorcycle,bus,truck,total,bbox_area_ratio,mean_bbox_area,max_bbox_area,cluster_density,crowd_density,brightness,sharpness,edge_density,zone_top,zone_mid,zone_bottom,bottom_motor,mid_car,is_night,is_rain,filepath,cam_id,label
9,18,3,0,30,0.1837646484375,2509.0,12665.0,0.00612548828125,12.105125427246094,114.1418896484375,758.325827628559,0.10639404296875,10,15,5,5,2,0,0,dataset_cleaned/moderate/cam11_20251207_100854.png,cam11,moderate
9,3,3,1,16,0.288304296875,7380.59,23582.88,0.017160970052083332,7.847052097320557,98.96993896484375,727.6314557724705,0.0964197998046875,3,10,2,1,4,1,0,dataset_cleaned/moderate/cam10_20251204_221114.png,cam10,moderate
7,9,0,4,20,0.16037929687500002,3421.425,12603.08,0.007955322265625,12.222063064575195,89.86707763671875,685.346919579996,0.0699071044921875,8,9,1,2,2,1,0,dataset_cleaned/moderate/cam11_20251206_194014.png,cam11,moderate
7,2,1,1,11,0.19094970703125,7110.272727272727,58590.0,0.017359064275568183,2.017726421356201,135.366826171875,584.765663146591,0.1195849609375,6,5,0,1,2,0,0,dataset_cleaned/free_flow/cam07_20251207_080827.png,cam07,free_flow
4,9,2,1,16,0.190869140625,4886.25,48434.0,0.0119293212890625,3.9919629096984863,130.9381494140625,438.92181539449695,0.08761962890625,2,14,0,0,3,0,0,dataset_cleaned/free_flow/cam09_20251204_170056.png,cam09,free_flow
3,4,4,6,17,0.153046875,3687.529411764706,42435.0,0.009002757352941176,1.802167296409607,136.59382568359376,465.9310980148078,0.1019677734375,7,10,0,0,2,0,0,dataset_cleaned/free_flow/cam09_20251203_105234.png,cam09,free_flow
4,10,1,0,15,0.0569775390625,1555.8666666666666,6708.0,0.0037985026041666664,7.7280354499816895,114.82533447265625,591.1970343584952,0.076796875,4,11,0,0,1,0,0,dataset_cleaned/moderate/cam08_20251205_132643.png,cam08,moderate
2,5,1,2,10,0.14712031250000002,5649.42,44468.19,0.013135742187499999,1.3489511013031006,101.92881591796875,485.8577764869984,0.0659600830078125,1,9,0,0,2,1,0,dataset_cleaned/free_flow/cam09_20251205_210800.png,cam09,free_flow
10,9,0,3,22,0.3394091796875,6319.181818181818,54912.0,0.015427689985795455,3.723165273666382,129.87751220703126,586.6316132647933,0.12151611328125,6,15,1,0,6,0,0,dataset_cleaned/free_flow/cam09_20251208_142412.png,cam09,free_flow
8,1,2,2,13,0.10791259765625,3400.076923076923,18618.0,0.008300969050480769,3.510305881500244,126.5901806640625,568.0641137552201,0.1176318359375,9,4,0,0,2,0,0,dataset_cleaned/free_flow/cam07_20251207_134327.png,cam07,free_flow
2,0,0,1,3,0.14960039062500002,19148.850000000002,51015.9,0.04452392578125,1.6057415008544922,106.655498046875,446.08996206197264,0.056603027343749994,1,2,0,0,1,1,0,dataset_cleaned/free_flow/cam09_20251209_020019.png,cam09,free_flow
8,8,2,2,20,0.09283447265625,1901.25,12312.0,0.0046417236328125,5.793047904968262,127.8201904296875,663.2194674796817,0.1193408203125,10,9,1,2,1,0,0,dataset_cleaned/moderate/cam10_20251207_093848.png,cam10,moderate
6,21,1,0,28,0.26907070312500003,3690.1125,18105.34,0.008580060686383928,39.571170806884766,90.28646484375,771.848098678268,0.09622888183593749,6,13,9,10,3,1,0,dataset_cleaned/congested/cam11_20251206_190514.png,cam11,congested
8,3,0,1,12,0.1150048828125,3925.5,17595.0,0.009583740234375,5.9475250244140625,106.97891357421875,554.2995943202735,0.08166748046875,3,6,3,2,6,0,0,dataset_cleaned/moderate/cam08_20251207_170335.png,cam08,moderate
10,14,2,2,28,0.22090576171875,3231.535714285714,22932.0,0.007889491489955358,8.39289665222168,126.3080322265625,695.5888986390829,0.13651611328125,8,16,4,4,3,0,0,dataset_cleaned/moderate/cam10_20251203_110738.png,cam10,moderate
10,13,3,2,28,0.11806396484375,1727.107142857143,11288.0,0.004216570172991071,5.854710578918457,127.73095458984375,490.1554183348656,0.07705810546875,20,7,1,1,2,0,0,dataset_cleaned/free_flow/cam11_20251207_134354.png,cam11,free_flow
8,10,3,0,21,0.06517333984375,1271.1904761904761,7119.0,0.003103492373511905,21.19066619873047,124.88765625,816.3050345717434,0.14286865234375,10,11,0,0,1,0,0,dataset_cleaned/congested/cam10_20251208_134432.png,cam10,congested
6,9,5,3,23,0.2239306640625,3987.913043478261,50367.0,0.009736115828804348,13.87607192993164,124.64782958984375,767.2368267640533,0.1393505859375,12,8,3,2,1,0,0,dataset_cleaned/congested/cam10_20251208_121905.png,cam10,congested
14,13,7,2,36,0.27834716796875,3166.972222222222,23493.0,0.0077318657769097215,13.413352012634277,112.49718017578125,750.978100425625,0.1165185546875,17,16,3,0,6,0,0,dataset_cleaned/congested/cam11_20251209_093712.png,cam11,congested
5,14,0,1,20,0.05882080078125,1204.65,8840.0,0.0029410400390625,3.7249441146850586,137.73438232421876,599.8922298828126,0.12099365234375,0,17,3,2,3,0,0,dataset_cleaned/free_flow/cam08_20251206_160458.png,cam08,free_flow
3,6,0,0,9,0.22988437500000003,11034.45,32074.2,0.02565673828125,14.498516082763672,92.14724365234375,585.9302181401476,0.0715091552734375,0,5,3,1,0,1,0,dataset_cleaned/congested/cam08_20251207_211835.png,cam08,congested
2,0,0,2,4,0.13589843750000002,13046.25,46490.08,0.03033447265625,1.2135133743286133,101.34859619140624,471.7233053450999,0.0620089111328125,2,2,0,0,1,1,0,dataset_cleaned/free_flow/cam09_20251207_190842.png,cam09,free_flow
10,16,0,1,27,0.1059130859375,1606.7407407407406,4575.0,0.003922706886574074,37.308292388916016,121.4706298828125,785.2865734292923,0.155830078125,0,12,15,15,8,0,0,dataset_cleaned/congested/cam08_20251206_155458.png,cam08,congested
12,18,1,1,32,0.275698828125,3308.3859375,14483.86,0.007692489624023437,13.98473072052002,91.70783447265624,731.1753749242722,0.0818394775390625,14,13,5,6,8,1,0,dataset_cleaned/congested/cam11_20251207_193354.png,cam11,congested
4,24,3,0,31,0.16965087890625,2241.5806451612902,4745.0,0.005472608996975806,24.36903190612793,123.7413525390625,780.6068696658855,0.15899658203125,8,13,10,14,2,0,0,dataset_cleaned/congested/cam10_20251204_143757.png,cam10,congested
5,2,3,0,10,0.1042236328125,4269.0,14178.0,0.01042236328125,3.031254768371582,134.724287109375,636.8982022079468,0.13526123046875,4,5,1,0,2,0,0,dataset_cleaned/free_flow/cam07_20251205_090700.png,cam07,free_flow
12,8,6,0,26,0.12998291015625,2047.7307692307693,9559.0,0.004999342698317307,5.720305442810059,130.04443603515625,503.56785399574613,0.08515625,15,7,4,5,3,0,0,dataset_cleaned/free_flow/cam11_20251203_131908.png,cam11,free_flow
7,13,0,5,25,0.221337890625,3626.4,25776.0,0.008853515625,7.734689712524414,122.9963623046875,585.5909780746458,0.0990234375,12,7,6,7,2,0,0,dataset_cleaned/moderate/cam11_20251209_145708.png,cam11,moderate
8,13,8,0,29,0.21182373046875,2991.8275862068967,19530.0,0.007304266567887931,8.079219818115234,126.67411865234375,654.7920646224974,0.139296875,11,13,5,6,3,0,0,dataset_cleaned/moderate/cam07_20251205_132615.png,cam07,moderate
11,11,0,1,23,0.11989687500000001,2001.7565217391307,12635.01,0.004654381793478261,16.62564468383789,98.9919580078125,693.1371284807394,0.07718896484375,12,10,1,2,3,1,0,dataset_cleaned/congested/cam11_20251205_201316.png,cam11,congested
5,1,2,1,9,0.0996826171875,4536.666666666667,10578.0,0.011075846354166667,3.3667373657226562,133.05924560546876,707.4541601100922,0.14854736328125,4,3,2,1,3,0,0,dataset_cleaned/free_flow/cam07_20251206_092952.png,cam07,free_flow
15,17,2,2,36,0.22637939453125,2575.6944444444443,24684.0,0.006288316514756944,16.434741973876953,109.71057373046875,750.805641363853,0.11785888671875,14,13,9,7,3,0,0,dataset_cleaned/congested/cam11_20251207_090354.png,cam11,congested
5,10,1,1,17,0.0719140625,1732.7058823529412,8296.0,0.0042302389705882355,4.905933380126953,129.0695751953125,631.7070824487149,0.12298828125,3,13,1,1,2,0,0,dataset_cleaned/free_flow/cam07_20251209_154643.png,cam07,free_flow
1,2,0,1,4,0.03002685546875,3074.75,7611.0,0.0075067138671875,3.376865863800049,112.86539306640626,715.6436791384164,0.12455322265625,0,4,0,0,1,0,0,dataset_cleaned/free_flow/cam07_20251203_174146.png,cam07,free_flow
3,6,4,0,13,0.21353828125000004,6833.225,42096.1,0.015888264973958333,5.166395664215088,95.12755859375,536.0611368956138,0.07302612304687499,1,11,0,0,3,1,0,dataset_cleaned/free_flow/cam09_20251206_190004.png,cam09,free_flow
4,1,2,0,7,0.350226953125,19212.45,113186.7,0.04467180524553571,10.178317070007324,98.53283203125,733.9889543242585,0.089552978515625,3,4,0,0,3,1,0,dataset_cleaned/moderate/cam07_20251208_215157.png,cam07,moderate
5,0,3,0,8,0.0517724609375,2650.75,6426.0,0.0064715576171875,3.6092114448547363,132.23838623046876,614.7508942517995,0.1365185546875,4,3,1,0,2,0,0,dataset_cleaned/free_flow/cam07_20251207_113327.png,cam07,free_flow
2,6,1,2,11,0.35225859375,13526.730000000001,35434.06,0.03145166015625,11.012123107910156,91.5952734375,543.6940466207635,0.058541259765625006,2,6,2,3,1,1,0,dataset_cleaned/congested/cam08_20251209_184123.png,cam08,congested
2,8,0,0,10,0.0822705078125,3369.8,9570.0,0.00822705078125,4.984955787658691,95.0138037109375,492.109366089797,0.0700439453125,3,4,3,4,0,0,0,dataset_cleaned/free_flow/cam08_20251207_120835.png,cam08,free_flow
5,3,1,0,9,0.10214599609375,4648.777777777777,27232.0,0.011349555121527778,5.93644380569458,103.920556640625,616.0563729848326,0.09275634765625,4,3,2,0,0,0,0,dataset_cleaned/moderate/cam08_20251204_084246.png,cam08,moderate
7,4,4,0,15,0.20365078125000002,5585.85,50975.73,0.012987932477678571,5.166162967681885,101.718623046875,679.7392869871485,0.0915721435546875,7,7,0,0,3,1,0,dataset_cleaned/moderate/cam10_20251205_204310.png,cam10,moderate
2,4,6,0,12,0.338056640625,11539.0,98754.0,0.02817138671875,2.8513975143432617,130.1062744140625,584.042450407958,0.1185107421875,6,5,1,1,1,0,0,dataset_cleaned/free_flow/cam07_20251204_143650.png,cam07,free_flow
7,7,8,2,24,0.19839599609375,3385.9583333333335,37820.0,0.008266499837239583,3.5480074882507324,132.9397607421875,537.8706516852319,0.117998046875,6,17,1,1,7,0,0,dataset_cleaned/free_flow/cam09_20251206_141004.png,cam09,free_flow
9,3,6,0,18,0.122919921875,2797.1111111111113,9222.0,0.006828884548611112,4.653776168823242,128.43372314453126,601.4067968681097,0.12591064453125,10,6,2,1,3,0,0,dataset_cleaned/free_flow/cam07_20251206_142952.png,cam07,free_flow
3,2,1,1,7,0.0505859375,2960.0,6624.0,0.0072265624999999995,2.3559303283691406,117.82462890625,532.9387661065819,0.072666015625,1,5,1,1,3,0,0,dataset_cleaned/free_flow/cam08_20251207_075834.png,cam08,free_flow
7,10,1,3,21,0.19754765625000004,3992.5421052631577,17720.12,0.009283254523026316,23.668933868408203,90.683583984375,698.1913501806674,0.07564709472656249,9,6,4,3,1,1,0,dataset_cleaned/congested/cam11_20251206_213014.png,cam11,congested
8,2,2,0,12,0.46055419921875,15720.25,111834.0,0.038379516601562504,3.056300401687622,132.2490625,631.9318650855778,0.134912109375,4,6,2,0,2,0,0,dataset_cleaned/free_flow/cam07_20251207_095327.png,cam07,free_flow
10,20,1,1,32,0.24263203125000002,2911.584375,18011.61,0.006769866943359375,28.265005111694336,91.0343603515625,728.2335061181842,0.082655029296875,13,13,6,6,2,1,0,dataset_cleaned/congested/cam11_20251205_180125.png,cam11,congested
11,9,4,1,25,0.1782080078125,2919.76,17010.0,0.0071283203125,23.521453857421875,122.91418212890625,843.7244857176784,0.1519775390625,9,11,5,4,3,0,0,dataset_cleaned/congested/cam10_20251209_123209.png,cam10,congested
8,11,1,3,23,0.21746826171875,3872.8260869565215,47824.0,0.009455141813858696,6.245232582092285,132.42654541015625,552.7500121462284,0.123369140625,4,19,0,1,7,0,0,dataset_cleaned/free_flow/cam09_20251209_123704.png,cam09,free_flow
6,0,1,0,7,0.07728271484375,4522.142857142857,18360.0,0.01104038783482143,4.396842002868652,118.1770654296875,512.9231341257035,0.0682666015625,0,6,1,0,5,0,0,dataset_cleaned/free_flow/cam08_20251208_140856.png,cam08,free_flow
6,4,1,0,11,0.1780712890625,6630.727272727273,22820.0,0.01618829900568182,7.428468227386475,119.8755322265625,786.5195304083824,0.14892578125,3,6,2,1,2,0,0,dataset_cleaned/moderate/cam10_20251203_151913.png,cam10,moderate
5,4,8,1,18,0.41680908203125,9484.722222222223,108514.0,0.023156060112847224,10.948704719543457,127.819716796875,591.8714426714839,0.12365966796875,8,8,2,1,2,0,0,dataset_cleaned/moderate/cam07_20251208_134323.png,cam07,moderate
7,1,2,2,12,0.12383056640625,4226.75,24563.0,0.0103192138671875,2.039621353149414,130.63619873046875,457.2781623500824,0.1020849609375,4,6,2,0,4,0,0,dataset_cleaned/free_flow/cam09_20251203_163828.png,cam09,free_flow
8,27,9,0,44,0.16592529296875,1544.6136363636363,7182.0,0.003771029385653409,12.916753768920898,127.67091064453125,737.7282689505577,0.15229248046875,13,23,8,9,2,0,0,dataset_cleaned/moderate/cam07_20251207_170328.png,cam07,moderate
2,0,3,1,6,0.47090585937500007,30137.975,118149.24,0.07007527669270834,2.8473896980285645,93.26573974609374,688.1571210613058,0.083443603515625,1,5,0,0,2,1,0,dataset_cleaned/free_flow/cam07_20251205_234857.png,cam07,free_flow
8,4,7,4,23,0.40116943359375,7144.304347826087,53088.0,0.017442149286684784,6.6420745849609375,126.52334228515625,722.4196150059169,0.15400146484375,11,9,3,2,3,0,0,dataset_cleaned/free_flow/cam07_20251209_101153.png,cam07,free_flow
1,10,0,0,11,0.03734619140625,1390.6363636363637,2964.0,0.003395108309659091,8.426493644714355,125.3873291015625,646.2686962878938,0.1246435546875,1,9,1,1,0,0,0,dataset_cleaned/moderate/cam07_20251204_174048.png,cam07,moderate
0,10,0,0,10,0.086173828125,3309.0750000000003,4628.82,0.007694091796874999,10.097488403320312,98.24400390625,706.3834622815283,0.10298364257812499,0,8,2,3,0,1,0,dataset_cleaned/congested/cam10_20251203_215823.png,cam10,congested
6,3,5,2,16,0.11584228515625,2965.5625,11590.0,0.007240142822265625,4.180850505828857,122.64618896484374,501.17672598981255,0.08212158203125,10,5,1,0,0,0,0,dataset_cleaned/free_flow/cam11_20251203_142448.png,cam11,free_flow
3,4,0,0,7,0.16808750000000003,9220.800000000001,20085.0,0.021439732142857142,3.7646288871765137,99.53615478515626,496.01502550804133,0.056273071289062504,0,5,2,3,3,1,0,dataset_cleaned/free_flow/cam08_20251206_182458.png,cam08,free_flow
14,14,5,2,35,0.35020751953125,4098.428571428572,33649.0,0.010005929129464287,6.886104583740234,123.89969482421876,710.221473635143,0.12076904296875,16,14,5,3,3,0,0,dataset_cleaned/moderate/cam11_20251209_133711.png,cam11,moderate
1,1,0,0,2,0.0447412109375,9163.0,17272.0,0.02237060546875,16.239755630493164,119.4766943359375,586.6337619085074,0.08703369140625,0,2,0,0,0,0,0,dataset_cleaned/congested/cam08_20251207_141335.png,cam08,congested
7,4,7,0,18,0.07891357421875,1795.7222222222222,8400.0,0.004384087456597223,3.5665431022644043,129.08799560546876,543.4782299266757,0.08038818359375,14,3,1,1,3,0,0,dataset_cleaned/free_flow/cam11_20251204_125014.png,cam11,free_flow
10,12,1,0,23,0.1793994140625,3194.8695652173915,16992.0,0.007799974524456522,29.71685028076172,126.49198486328125,748.2202880615233,0.1252978515625,9,10,4,3,3,0,0,dataset_cleaned/congested/cam11_20251207_121854.png,cam11,congested
2,0,2,0,4,0.26912841796875,27558.75,40977.0,0.0672821044921875,6.719256401062012,93.67394287109374,552.263787423873,0.0754541015625,1,2,1,0,1,0,0,dataset_cleaned/moderate/cam08_20251207_175335.png,cam08,moderate
13,5,4,1,23,0.27287109375,4859.478260869565,29651.0,0.011863960597826087,8.90603256225586,124.122197265625,725.2943319760265,0.139462890625,9,10,4,1,7,0,0,dataset_cleaned/moderate/cam10_20251205_113212.png,cam10,moderate
4,12,6,2,24,0.249970703125,4266.166666666667,22428.0,0.010415445963541667,9.773893356323242,124.1559375,602.1540002238987,0.10576416015625,10,12,2,4,3,0,0,dataset_cleaned/moderate/cam11_20251208_132433.png,cam11,moderate
6,8,0,2,16,0.05116455078125,1309.8125,3705.0,0.003197784423828125,3.8393518924713135,117.40599609375,520.8837752104758,0.07518310546875,4,11,1,1,4,0,0,dataset_cleaned/free_flow/cam08_20251207_105835.png,cam08,free_flow
1,3,1,0,5,0.08612460937500002,6614.37,18910.8,0.015379394531250002,2.3149006366729736,91.84866455078125,618.2562289567504,0.073042724609375,1,4,0,0,1,1,0,dataset_cleaned/free_flow/cam10_20251208_005618.png,cam10,free_flow
0,0,0,1,1,0.01776123046875,7275.0,7275.0,0.01776123046875,2.4449124336242676,95.8864404296875,530.5001538692475,0.06619873046875,0,1,0,0,0,0,0,dataset_cleaned/free_flow/cam08_20251203_110128.png,cam08,free_flow
21,9,1,1,32,0.27973203125,3356.784375,18688.32,0.007805023193359375,21.409257888793945,94.3916845703125,836.8329118651346,0.09511450195312499,8,19,5,1,12,1,0,dataset_cleaned/congested/cam11_20251207_214354.png,cam11,congested
9,22,0,0,31,0.22551025390625,2979.6451612903224,21093.0,0.007274524319556452,22.327245712280273,108.94002197265625,593.982618120855,0.09781982421875,3,23,5,3,5,0,0,dataset_cleaned/congested/cam08_20251209_162145.png,cam08,congested
3,4,0,0,7,0.012061328125000001,661.65,1362.69,0.0015384347098214286,1.3682395219802856,96.76752197265625,539.8741896654591,0.07018310546874999,2,5,0,0,2,1,0,dataset_cleaned/free_flow/cam09_20251209_183131.png,cam09,free_flow
9,1,2,1,13,0.222109375,6998.153846153846,44756.0,0.01708533653846154,7.011293888092041,127.453623046875,665.5033982268333,0.1210302734375,7,4,2,0,3,0,0,dataset_cleaned/moderate/cam10_20251208_130421.png,cam10,moderate
4,10,0,0,14,0.149715234375,4422.357692307693,20909.0,0.010282639723557693,11.981681823730469,93.20365234375,542.1562215284381,0.0629344482421875,2,11,0,2,4,1,0,dataset_cleaned/congested/cam08_20251207_191835.png,cam08,congested
4,1,0,0,5,0.019624609375,1507.17,3275.4,0.00350439453125,4.117254257202148,82.7309228515625,570.8304027677287,0.0527078857421875,4,1,0,0,1,1,0,dataset_cleaned/free_flow/cam11_20251209_050036.png,cam11,free_flow
9,12,3,0,24,0.20510000000000003,3281.6000000000004,18952.0,0.0076302083333333335,29.667579650878906,88.6533935546875,734.3612019675672,0.08809826660156249,9,12,3,3,3,1,0,dataset_cleaned/congested/cam11_20251207_214854.png,cam11,congested
5,4,4,1,14,0.15421142578125,4511.785714285715,25620.0,0.011015101841517856,3.691450357437134,130.2881005859375,462.8367326848747,0.099736328125,3,10,1,0,4,0,0,dataset_cleaned/free_flow/cam09_20251203_170130.png,cam09,free_flow
2,5,1,9,17,0.18591552734375,4479.470588235294,48922.0,0.010936207490808824,1.9305170774459839,132.42832763671876,497.59073441905406,0.1051416015625,7,10,0,0,2,0,0,dataset_cleaned/free_flow/cam09_20251205_100726.png,cam09,free_flow
16,23,3,3,45,0.3236474609375,2945.911111111111,21016.0,0.007192165798611112,21.708101272583008,113.910498046875,793.554703697151,0.13285400390625,14,21,10,8,4,0,0,dataset_cleaned/congested/cam11_20251206_084013.png,cam11,congested
